convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8859347965325125,0.04307119826837315,0.0,233.52,5.39931968503667,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8767490777241396,0.05161244287183882,0.0,227.68,16.601499809305405,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8830506932817005,0.04570546403155876,0.02,223.26,27.03498111857363,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8854614880924934,0.049676393063482864,0.02,225.74,17.86663747586203,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9025861516281529,0.054882107465152256,0.04,219.06,6.38048683447415,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8989481231154515,0.05420926048977129,0.0,218.02,6.258023421405287,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8928600720064779,0.04545459248025926,0.0,233.68,5.571208786873704,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8772389890427207,0.048132832490032196,0.02,226.38,17.475218605388672,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8842043938384708,0.055289267392140413,0.02,217.26,23.5153532130541,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.8698670796018131,0.0550718367520172,0.02,224.3,18.42718710193707,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.8989926165340624,0.049834752751063326,0.08,210.48,9.374825168437836,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8934559823404028,0.052797933721397974,0.02,211.46,9.975909758523484,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8849163075141933,0.050372334273019646,0.0,231.9,2.9433425397195023,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8793069909776975,0.05226080802587083,0.0,232.12,13.143850894107503,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8779034307630216,0.06160047944309124,0.02,224.76,26.729605996622805,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.8545105548284107,0.05153583243069374,0.0,224.7,17.935542184985312,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9052468751611622,0.045725674284366725,0.04,212.46,6.118589940267517,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.890791306168878,0.05543632975663756,0.04,208.78,11.119554388369993,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8941850210908382,0.04937345483013095,0.0,233.44,2.467420366558184,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.872276999496481,0.04260318237126792,0.0,229.7,15.041778553110543,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8633989870266463,0.062042711611536454,0.0,225.06,18.184328305394384,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.869234534339561,0.052983517761174735,0.02,225.66,22.65410716467483,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9080281554323418,0.04547520979707213,0.08,205.7,14.83686803409751,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9275913122625987,0.04946685076451997,0.16,205.4,22.263725415746464,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9077958003833895,0.05290611629389067,0.06,229.72,11.83567764456782,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.892348670783653,0.04709471102401481,0.0,229.72,15.050988170148802,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8701459717987419,0.05889990862320354,0.0,225.1,18.209943459998073,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.882869703963536,0.06598273911364595,0.04,223.16,30.3942529476363,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9159222220928891,0.056209091980424085,0.08,205.12,15.032807659331272,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9327592783463722,0.04453268527586447,0.14,206.04,10.943192833344165,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.907815473867323,0.05253022724412142,0.08,226.66,22.0441208785046,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.8853703133080051,0.04569809100098913,0.0,232.16,13.140310312243042,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8864733663994172,0.052807295217059264,0.0,224.1,18.28152853878159,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.8566709800965594,0.05009301813401385,0.0,221.84,18.804428484063134,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9179851257649582,0.0454927352843294,0.1,206.24,12.178200664653684,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9221663621961568,0.0459323127257934,0.14,203.28,13.641234009653322,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.916725753921079,0.04708435246832849,0.04,230.14,6.3951831363096066,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.8953641841546681,0.05713070711214811,0.0,228.92,15.557451131669536,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8832940737120437,0.051585153743276206,0.0,226.76,17.710322137219347,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.8742383693738812,0.058805454782088616,0.02,221.76,23.377610080186223,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.933756223181402,0.05699405205689613,0.22,192.62,24.902987280850546,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9376611713760407,0.04543896835898363,0.24,191.34,23.920454913427257,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9069094905312456,0.040956773418831895,0.0,222.06,15.37876882628271,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.8851574001080806,0.04978566363693529,0.0,221.82,18.750444892681063,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8822817642264128,0.04474740441820322,0.02,216.96,28.69968356506207,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8742482523333512,0.04852890660804767,0.0,215.34,19.220110641232647,pop_size=40; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.938293921857604,0.04696265247710663,0.22,182.56,24.8293440616262,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9317623095831147,0.057115180432031676,0.2,182.94,27.947041755025573,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9214774036767309,0.04500129608062344,0.06,220.66,17.874403086936518,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.890482238466247,0.04210847940962901,0.0,221.52,20.49115289432919,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8818005845375603,0.043997077075107284,0.0,215.54,22.17390450092916,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8669265445310509,0.05410377990833047,0.0,212.54,23.044951636277464,pop_size=40; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9189031183688691,0.04786075612201354,0.12,185.74,24.412116429581204,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9284840504956927,0.052778651058616524,0.16,190.86,22.577765837302895,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.924398261422893,0.046640544581474985,0.06,225.84,11.801694793545543,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9052685061668078,0.055464472276320856,0.08,219.26,34.46015741373785,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8901966547196911,0.06752019772998906,0.04,214.5,28.709132444472885,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8834047676569828,0.05386817369339063,0.0,211.74,19.808068856825358,pop_size=40; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.883964396761531,0.04724698679636749,0.0,252.56,3.5751980107857704,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8793438178674727,0.05633446122307744,0.0,251.58,3.5230436748206624,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8897722673978665,0.04858039936059957,0.02,257.5,18.639709641252573,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8634242399247902,0.04231118565858578,0.0,261.92,1.192493528840526,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8785213832018274,0.055699480955570826,0.02,260.02,9.254871855472905,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8746557064087812,0.05009135471393385,0.0,262.08,1.426283882782707,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8789849514292422,0.054861598625568955,0.02,233.18,15.89851745109767,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8738045233744859,0.05489331677763913,0.02,234.5,9.008499388049588,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8848075880111521,0.04981776334581886,0.0,257.6,2.57935286932397,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8773835283034528,0.0495042016806734,0.0,261.82,1.2237446712481175,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8865086999407573,0.05084289824189156,0.04,257.92,20.34281701440665,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.869222118618597,0.04436828431041292,0.0,262.12,1.3648652471424214,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8780273773041973,0.05107331278888671,0.02,246.46,3.970349288083827,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8734652153454191,0.044036624255500194,0.0,245.86,4.266671981289207,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8858938724382697,0.05695165975479159,0.02,257.94,9.078815889706306,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8953458110236607,0.05440509998163742,0.02,261.78,1.619901735492947,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8849348311729324,0.05104613666423678,0.02,259.34,18.434229474717153,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8770940916027774,0.04572607565850216,0.0,262.32,1.3915195042155337,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8809904070006307,0.052215366795998,0.0,252.12,3.2428256763734526,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8860179866601944,0.056561290304136355,0.0,252.54,3.208470930877466,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8854141128631715,0.04712856821452975,0.02,258.72,9.09595110643259,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8786797238556728,0.05412323288926316,0.02,261.74,1.4114690566778938,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8743653827367397,0.04971197104926662,0.0,262.16,1.2348675877128177,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8887162000766563,0.05406717304913527,0.02,262.28,1.1787229339849297,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8794181113631694,0.05403734978528532,0.0,236,5.221619109284876,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8823369988136159,0.05054440636274619,0.02,234.7,17.15862370200299,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8858133272958194,0.04387005615308069,0.0,257.98,2.3775308749256,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.882458426429539,0.05683212246588922,0.04,256.78,25.76842712962306,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8777499706303596,0.046774592263266544,0.0,262.12,1.2558434843334807,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8777894978823733,0.050722301820038555,0.0,261.88,1.154229135812809,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8878913643564038,0.050784277241670055,0.04,244.2,9.634123028621351,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8848205221796506,0.05101296112556688,0.02,243.28,9.735355302049477,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8836011118539283,0.050748231354395566,0.0,259.08,1.6142225019229182,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8949991590285322,0.05590665854260853,0.06,256.72,22.33057755360463,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8900906191139596,0.05576675245403703,0.0,261.96,1.4279998856685485,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8754372396662614,0.04983638173193489,0.02,261.62,1.7129756899284105,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8830388992534638,0.05135017406722234,0.02,247.88,17.490102157202735,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8854654546590401,0.054879164195325014,0.0,250.88,4.59653818273123,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8846327500967478,0.04481455925237364,0.02,256.88,18.21710342350993,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8692835158209594,0.046377219995708534,0.0,261.72,1.6040764397277942,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8759909097332607,0.05834839319535034,0.02,260.92,9.162568038559085,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.8705565052756996,0.04998072223277314,0.04,256.7,25.849841115842196,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.8850050682960792,0.05059883576595864,0.02,235.56,5.566517982453626,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8806689275403271,0.05329963012201803,0.02,234.24,8.959227371935642,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8882874001864041,0.05473870825890684,0.02,256.36,8.973339196003382,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8833723129681177,0.051976116875793475,0.0,261.94,1.405673634720001,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8761893950675042,0.05063912858136276,0.0,261.96,1.2282391577259815,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.8813381044485294,0.049068838518462894,0.0,262.12,1.2229105462304397,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.8806321529822544,0.05221444439280328,0.04,242.76,9.011466618272793,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8878893346042693,0.056912945111934635,0.0,244.02,4.386854202719571,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8855236135565847,0.054273511145967686,0.0,258.48,2.525300547883926,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8663029098008551,0.04963323214454656,0.02,260.76,9.181969910023199,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8620071034758855,0.04278812792805914,0.0,262.16,1.4337050617479288,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.867201689562175,0.05834437780669879,0.04,261.88,1.3192453006417366,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9023440685445709,0.051766783924609636,0.08,245.28,11.945522600710344,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.8922220573439128,0.044465506889705735,0.02,245.74,17.086586217598548,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.8982085099989983,0.04459671144786882,0.0,260.08,1.7938671031248299,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.8845998261244309,0.047653144171327586,0.0,261.7,1.5811388300841898,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8811371075687275,0.04750048633199454,0.0,261.86,1.399854219815297,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.8734094782151766,0.05137709469504374,0.0,262.2,1.3702375780893485,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
