convolution_P100_processed,,,,,,,,,,
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,,,,
Genetic local search,0.960235586602286,0.041195872280928,0.44,613.68,3.52507055943276,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.975873320611517,0.037391935410655,0.62,603.84,6.85523783061432,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.948770781805907,0.042523323868742,0.3,620.1,2.70487088982307,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.96712967036459,0.042779156025081,0.52,606.68,3.09337672969794,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.957585410862911,0.042579097708404,0.44,622.3,2.39259060349203,pop_size=30, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.980642323857912,0.032830062671463,0.64,607.12,3.43237883832713,pop_size=30, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.965634839937702,0.035973571554697,0.48,615.06,3.17779284204285,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.975859597984114,0.034787734561288,0.6,601.86,15.7389546627961,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.96183571344087,0.040740889566842,0.48,620.5,2.8517806825253,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.974227546710412,0.036091602233678,0.58,606.82,3.58392100860473,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.974209053572821,0.034876249049145,0.62,621.48,2.88019273731492,pop_size=30, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.98385528492549,0.028176643754266,0.68,606.56,2.94271844333343,pop_size=30, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.969411053273288,0.034096111704166,0.52,613.48,3.77553888571566,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.986461692176868,0.027712172087971,0.7,603.68,4.1817875291286,pop_size=30, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.962688597802098,0.035649225088848,0.4,620.02,2.95883319529017,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.975803552086947,0.039439871522171,0.68,606.58,2.96296872637383,pop_size=30, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.979786429631723,0.029907027073298,0.64,636.64,2.98130227674185,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.985115981198282,0.032070280837954,0.76,621.3,3.1638906557643,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.984355449543453,0.028723816288404,0.76,623.22,4.03196412358512,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.983309375562768,0.031718268695464,0.68,613.86,4.01024198974657,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.986291768924424,0.02644733967663,0.76,634.24,3.13999870011672,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.983228149313402,0.029727727116819,0.66,619.3,3.99617163734268,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.982254505551469,0.03092936606552,0.74,636.02,2.34294424925179,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.983324578047134,0.028943584972448,0.68,620.86,3.95902482323872,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.983779511344805,0.027228484740299,0.7,623.24,4.4011130317645,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.980611014364518,0.033467925167343,0.66,613.96,3.69202118197652,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.984028244806132,0.02878743114566,0.74,634.06,3.43101103680735,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.979027993048828,0.034223616821795,0.66,619.5,3.93959492375362,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.96986032498751,0.044554207085792,0.6,636.52,2.83015828503767,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.964730229777606,0.040679950074515,0.48,622,4.27617987059879,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.969400792487416,0.037052611791333,0.54,623.88,5.14142837296074,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.971125618705798,0.039026883996432,0.54,613.54,3.96005565823595,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.986429265024313,0.028009115723587,0.8,633.48,3.99612056773025,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.974385224391997,0.038509626029237,0.56,618.86,4.10579480982771,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.979272575874327,0.031122970125442,0.66,637.58,3.429107101011,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.982795651038441,0.031071886614622,0.68,621.5,3.81324223286833,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.97781551305157,0.034325796558464,0.66,623.68,4.30206405136428,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.98557624497662,0.029353499781718,0.68,613.46,3.90818084932369,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.981503614768316,0.029683731185669,0.66,633.28,3.88108968497987,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.982227570659669,0.032426702066566,0.72,619.58,3.85497293460416,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.985801984060795,0.026351204574099,0.74,636.34,2.78193883352409,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.98372590031965,0.030843542732046,0.72,620.7,4.12681623590123,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.986875443195201,0.026496714087525,0.76,623.28,4.91578050356031,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.991370913971005,0.021368826748971,0.76,613.06,3.61069838911295,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.991342373950446,0.023225010704399,0.86,633,3.27014946921703,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.987183839278747,0.028659489714523,0.76,618.82,3.58392100860473,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.989640726392714,0.02345174088703,0.8,634.42,2.87203263013696,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.995503030865552,0.016464492940051,0.88,612.06,2.50232544906957,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.986798397069326,0.023714600201791,0.74,622.88,4.52494221408587,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.99768339653113,0.012317754279598,0.94,608.3,3.3335033970223,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.981488358278152,0.030276081564782,0.68,631.88,4.0539222629801,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.993299049261467,0.02193207063758,0.9,612.02,2.68396599631734,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.982728929560765,0.029019714660346,0.68,634.02,2.83196045170126,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.993854462658398,0.018368006230055,0.86,613.36,3.60702262883087,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.987327158725796,0.024278095191525,0.76,621.22,5.00322345073246,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.99008632959647,0.025210718434423,0.86,608.28,3.7090072383156,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.985592396263975,0.027429525607132,0.76,631.56,3.56948518554089,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.996563589980446,0.015570595123747,0.94,611.4,3.34419997449132,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.980780793127017,0.033271989764015,0.72,634.18,2.76781797207306,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.991328271392709,0.022814521337529,0.82,613.14,3.18164378000699,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.988605336591341,0.025785823284285,0.8,621.4,4.41241291756586,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.988147905189245,0.029534906346327,0.84,607.6,2.98294471683159,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.977550984422156,0.032498455730585,0.66,631.98,3.62243575737742,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.989900357738158,0.024398461722643,0.8,612.06,2.86006992921502,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.987640649682036,0.024812456493554,0.78,633.82,2.87629296569209,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.990731520725054,0.026845853498654,0.86,612.46,2.95690130138333,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.983796523497745,0.026854142043811,0.72,622.48,4.08701278067341,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.99738509788645,0.011540942785064,0.9,607.76,3.279870579826,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.982634704352267,0.028636894079946,0.7,631.34,3.73406819784032,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.987645196338847,0.028015584302805,0.8,610.76,3.33540071943143,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.986694101236789,0.026915623512413,0.76,634.56,3.32068348017546,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.990159679589996,0.024405731635567,0.84,612.52,2.81569942737255,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.9908840526923,0.022716610628855,0.84,622.24,3.9926463016145,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.991041293465534,0.025135961319201,0.84,608.14,3.52258022315624,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.988687106239193,0.024188107341689,0.8,631.36,3.66873163869132,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.992720553549978,0.020012271490529,0.82,611.32,2.99278042861108,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.971182002484588,0.037537331594894,0.56,637.64,3.5671974937174,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.984881653566196,0.028944025465588,0.66,623.12,4.2887608219339,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.97165756523864,0.033475934502023,0.52,624.38,4.10519829743028,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.981068852275991,0.03460623821925,0.7,615.1,4.1069875747043,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.967983161052344,0.035748658789241,0.5,634.86,3.69782064884445,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.978628098948702,0.033664990662079,0.66,621.5,4.4504069981272,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.961671843500081,0.033930501407734,0.38,637.26,2.81258106459138,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.9787440772379,0.031789247065278,0.54,622.7,4.70887134967129,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.971804094395532,0.03653187332666,0.56,623.92,4.74595423836483,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.983660785493331,0.03177970666935,0.74,614.92,4.59298489046956,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.967462579828281,0.038593873227393,0.52,633.86,3.11684036767221,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.979480877814768,0.036643185773445,0.7,621.74,3.64669265868935,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.942878293185817,0.048472337099712,0.28,637.62,3.04315893875601,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.96675110946407,0.043941764385212,0.52,622.2,3.8703477668983,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.967447379724845,0.039385923191154,0.52,625.02,4.75304413733226,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.972651339473752,0.042525291296376,0.62,615.18,4.31272441001447,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.966490967944511,0.036041992123311,0.5,634.24,3.96185897409439,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.960289957068567,0.047753354867619,0.5,621.42,4.12602491905382,pop_size=48, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.968079899475617,0.035650905671664,0.52,637.5,3.04557222933255,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.983996174647599,0.03302270000812,0.76,623,3.82793171627836,pop_size=48, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.958938232120193,0.033910665697012,0.34,624.8,4.30471976380553,pop_size=48, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
